Variable,Value
Q_48319_17218,0.0
Q_48319_17359,0.0
Q_48319_17372,0.0
Q_48319_17395,0.0
Q_48319_17404,0.0
Q_48319_17447,0.0
Q_48319_17466,0.0
Q_48319_17507,0.0
Q_48319_17592,0.0
Q_48319_17620,0.0
Q_48319_17679,0.0
Q_48319_17717,0.0
Q_48319_17784,0.0
Q_48319_17792,0.0
Q_48319_17822,0.0
Q_48319_17829,0.0
Q_48319_17896,0.0
Q_48319_17931,0.0
Q_48319_17934,0.0
Q_48319_17942,0.0
Q_48319_17943,0.0
Q_48319_17945,0.0
Q_48319_17952,0.0
Q_48319_18029,0.0
Q_48319_18042,0.0
Q_48319_18063,0.0
Q_48319_18082,0.0
Q_48319_18127,0.0
Q_48319_18286,0.0
Q_48319_18288,0.0
Q_48319_18294,0.0
Q_48319_18303,0.0
Q_48321_17201,0.0
Q_48321_17218,0.0
Q_48321_17359,0.0
Q_48321_17372,0.0
Q_48321_17395,0.0
Q_48321_17404,0.0
Q_48321_17447,0.0
Q_48321_17466,0.0
Q_48321_17507,0.0
Q_48321_17592,0.0
Q_48321_17620,0.0
Q_48321_17679,4135.941611399932
Q_48321_17717,0.0
Q_48321_17784,0.0
Q_48321_17792,0.0
Q_48321_17822,0.0
Q_48321_17829,34416.30352860007
Q_48321_17896,0.0
Q_48321_17931,0.0
Q_48321_17934,0.0
Q_48321_17942,0.0
Q_48321_17943,0.0
Q_48321_17945,0.0
Q_48321_17952,0.0
Q_48321_18029,0.0
Q_48321_18042,0.0
Q_48321_18063,0.0
Q_48321_18082,0.0
Q_48321_18127,0.0
Q_48321_18286,0.0
Q_48321_18288,0.0
Q_48321_18294,0.0
Q_48321_18303,0.0
Q_48323_17201,0.0
Q_48323_17218,0.0
Q_48323_17359,0.0
Q_48323_17372,0.0
Q_48323_17395,0.0
Q_48323_17404,0.0
Q_48323_17447,0.0
Q_48323_17466,0.0
Q_48323_17507,0.0
Q_48323_17592,0.0
Q_48323_17620,0.0
Q_48323_17679,0.0
Q_48323_17717,0.0
Q_48323_17784,0.0
Q_48323_17792,0.0
Q_48323_17822,0.0
Q_48323_17829,0.0
Q_48323_17896,0.0
Q_48323_17931,0.0
Q_48323_17934,0.0
Q_48323_17942,0.0
Q_48323_17943,0.0
Q_48323_17945,0.0
Q_48323_17952,0.0
Q_48323_18029,0.0
Q_48323_18042,0.0
Q_48323_18063,0.0
Q_48323_18082,0.0
Q_48323_18127,0.0
Q_48323_18286,0.0
Q_48323_18288,0.0
Q_48323_18294,0.0
Q_48323_18303,0.0
Q_48325_17201,0.0
Q_48325_17218,0.0
Q_48325_17359,0.0
Q_48325_17372,0.0
Q_48325_17395,0.0
Q_48325_17404,0.0
Q_48325_17447,0.0
Q_48325_17466,0.0
Q_48325_17507,0.0
Q_48325_17592,0.0
Q_48325_17620,0.0
Q_48325_17679,0.0
Q_48325_17717,0.0
Q_48325_17784,0.0
Q_48325_17792,0.0
Q_48325_17822,0.0
Q_48325_17829,0.0
Q_48325_17896,0.0
Q_48325_17931,0.0
Q_48325_17934,0.0
Q_48325_17942,0.0
Q_48325_17943,0.0
Q_48325_17945,0.0
Q_48325_17952,0.0
Q_48325_18029,0.0
Q_48325_18042,0.0
Q_48325_18063,0.0
Q_48325_18082,0.0
Q_48325_18127,0.0
Q_48325_18286,0.0
Q_48325_18288,0.0
Q_48325_18294,0.0
Q_48325_18303,0.0
Q_48327_17201,0.0
Q_48327_17218,0.0
Q_48327_17359,0.0
Q_48327_17372,0.0
Q_48327_17395,0.0
Q_48327_17404,0.0
Q_48327_17447,0.0
Q_48327_17466,0.0
Q_48327_17507,0.0
Q_48327_17592,0.0
Q_48327_17620,0.0
Q_48327_17679,0.0
Q_48327_17717,0.0
Q_48327_17784,0.0
Q_48327_17792,0.0
Q_48327_17822,0.0
Q_48327_17829,0.0
Q_48327_17896,0.0
Q_48327_17931,0.0
Q_48327_17934,0.0
Q_48327_17942,0.0
Q_48327_17943,0.0
Q_48327_17945,0.0
Q_48327_17952,0.0
Q_48327_18029,0.0
Q_48327_18042,0.0
Q_48327_18063,0.0
Q_48327_18082,0.0
Q_48327_18127,0.0
Q_48327_18286,0.0
Q_48327_18288,0.0
Q_48327_18294,0.0
Q_48327_18303,0.0
Q_48329_17201,0.0
Q_48329_17218,0.0
Q_48329_17359,0.0
Q_48329_17372,0.0
Q_48329_17395,0.0
Q_48329_17404,0.0
Q_48329_17447,0.0
Q_48329_17466,0.0
Q_48329_17507,0.0
Q_48329_17592,0.0
Q_48329_17620,0.0
Q_48329_17679,0.0
Q_48329_17717,0.0
Q_48329_17784,0.0
Q_48329_17792,0.0
Q_48329_17822,0.0
Q_48329_17829,0.0
Q_48329_17896,0.0
Q_48329_17931,0.0
Q_48329_17934,0.0
Q_48329_17942,0.0
Q_48329_17943,0.0
Q_48329_17945,0.0
Q_48329_17952,0.0
Q_48329_18029,0.0
Q_48329_18042,0.0
Q_48329_18063,0.0
Q_48329_18082,0.0
Q_48329_18127,0.0
Q_48329_18286,0.0
Q_48329_18288,0.0
Q_48329_18294,0.0
Q_48329_18303,0.0
Q_48331_17201,0.0
Q_48331_17218,0.0
Q_48331_17359,0.0
Q_48331_17372,0.0
Q_48331_17395,0.0
Q_48331_17404,0.0
Q_48331_17447,0.0
Q_48331_17466,0.0
Q_48331_17507,0.0
Q_48331_17592,0.0
Q_48331_17620,0.0
Q_48331_17679,0.0
Q_48331_17717,0.0
Q_48331_17784,0.0
Q_48331_17792,0.0
Q_48331_17822,0.0
Q_48331_17829,0.0
Q_48331_17896,0.0
Q_48331_17931,0.0
Q_48331_17934,0.0
Q_48331_17942,0.0
Q_48331_17943,0.0
Q_48331_17945,0.0
Q_48331_17952,0.0
Q_48331_18029,0.0
Q_48331_18042,0.0
Q_48331_18063,26627.08222
Q_48331_18082,0.0
Q_48331_18127,0.0
Q_48331_18286,0.0
Q_48331_18288,0.0
Q_48331_18294,0.0
Q_48331_18303,0.0
Q_48333_17201,0.0
Q_48333_17218,0.0
Q_48333_17359,0.0
Q_48333_17372,0.0
Q_48333_17395,0.0
Q_48333_17404,0.0
Q_48333_17447,0.0
Q_48333_17466,0.0
Q_48333_17507,0.0
Q_48333_17592,0.0
Q_48333_17620,0.0
Q_48333_17679,0.0
Q_48333_17717,0.0
Q_48333_17784,0.0
Q_48333_17792,0.0
Q_48333_17822,0.0
Q_48333_17829,0.0
Q_48333_17896,0.0
Q_48333_17931,0.0
Q_48333_17934,0.0
Q_48333_17942,0.0
Q_48333_17943,0.0
Q_48333_17945,0.0
Q_48333_17952,0.0
Q_48333_18029,0.0
Q_48333_18042,0.0
Q_48333_18063,0.0
Q_48333_18082,0.0
Q_48333_18127,0.0
Q_48333_18286,0.0
Q_48333_18288,0.0
Q_48333_18294,0.0
Q_48333_18303,0.0
Q_48335_17201,0.0
Q_48335_17218,0.0
Q_48335_17359,0.0
Q_48335_17372,0.0
Q_48335_17395,0.0
Q_48335_17404,0.0
Q_48335_17447,0.0
Q_48335_17466,0.0
Q_48335_17507,0.0
Q_48335_17592,0.0
Q_48335_17620,0.0
Q_48335_17679,0.0
Q_48335_17717,0.0
Q_48335_17784,0.0
Q_48335_17792,0.0
Q_48335_17822,0.0
Q_48335_17829,0.0
Q_48335_17896,0.0
Q_48335_17931,0.0
Q_48335_17934,0.0
Q_48335_17942,0.0
Q_48335_17943,0.0
Q_48335_17945,0.0
Q_48335_17952,0.0
Q_48335_18029,0.0
Q_48335_18042,0.0
Q_48335_18063,0.0
Q_48335_18082,0.0
Q_48335_18127,0.0
Q_48335_18286,0.0
Q_48335_18288,0.0
Q_48335_18294,0.0
Q_48335_18303,0.0
Q_48337_17201,0.0
Q_48337_17218,0.0
Q_48337_17359,0.0
Q_48337_17372,0.0
Q_48337_17395,0.0
Q_48337_17404,0.0
Q_48337_17447,0.0
Q_48337_17466,0.0
Q_48337_17507,0.0
Q_48337_17592,0.0
Q_48337_17620,0.0
Q_48337_17679,0.0
Q_48337_17717,0.0
Q_48337_17784,0.0
Q_48337_17792,0.0
Q_48337_17822,0.0
Q_48337_17829,0.0
Q_48337_17896,0.0
Q_48337_17931,0.0
Q_48337_17934,0.0
Q_48337_17942,0.0
Q_48337_17943,0.0
Q_48337_17945,0.0
Q_48337_17952,0.0
Q_48337_18029,0.0
Q_48337_18042,0.0
Q_48337_18063,0.0
Q_48337_18082,0.0
Q_48337_18127,0.0
Q_48337_18286,0.0
Q_48337_18288,0.0
Q_48337_18294,0.0
Q_48337_18303,0.0
Q_48339_17201,0.0
Q_48339_17218,0.0
Q_48339_17359,0.0
Q_48339_17372,0.0
Q_48339_17395,0.0
Q_48339_17404,0.0
Q_48339_17447,0.0
Q_48339_17466,0.0
Q_48339_17507,0.0
Q_48339_17592,0.0
Q_48339_17620,0.0
Q_48339_17679,0.0
Q_48339_17717,0.0
Q_48339_17784,0.0
Q_48339_17792,0.0
Q_48339_17822,0.0
Q_48339_17829,5612.192773
Q_48339_17896,0.0
Q_48339_17931,0.0
Q_48339_17934,0.0
Q_48339_17942,0.0
Q_48339_17943,0.0
Q_48339_17945,0.0
Q_48339_17952,0.0
Q_48339_18029,0.0
Q_48339_18042,0.0
Q_48339_18063,0.0
Q_48339_18082,0.0
Q_48339_18127,0.0
Q_48339_18286,0.0
Q_48339_18288,0.0
Q_48339_18294,0.0
Q_48339_18303,0.0
Q_48341_17201,0.0
Q_48341_17218,0.0
Q_48341_17359,0.0
Q_48341_17372,0.0
Q_48341_17395,0.0
Q_48341_17404,0.0
Q_48341_17447,0.0
Q_48341_17466,0.0
Q_48341_17507,0.0
Q_48341_17592,0.0
Q_48341_17620,0.0
Q_48341_17679,0.0
Q_48341_17717,0.0
Q_48341_17784,0.0
Q_48341_17792,0.0
Q_48341_17822,0.0
Q_48341_17829,0.0
Q_48341_17896,0.0
Q_48341_17931,0.0
Q_48341_17934,0.0
Q_48341_17942,0.0
Q_48341_17943,0.0
Q_48341_17945,0.0
Q_48341_17952,0.0
Q_48341_18029,0.0
Q_48341_18042,0.0
Q_48341_18063,0.0
Q_48341_18082,0.0
Q_48341_18127,0.0
Q_48341_18286,0.0
Q_48341_18288,0.0
Q_48341_18294,0.0
Q_48341_18303,0.0
Q_48343_17201,0.0
Q_48343_17218,0.0
Q_48343_17359,0.0
Q_48343_17372,0.0
Q_48343_17395,0.0
Q_48343_17404,0.0
Q_48343_17447,0.0
Q_48343_17466,0.0
Q_48343_17507,0.0
Q_48343_17592,0.0
Q_48343_17620,0.0
Q_48343_17679,0.0
Q_48343_17717,0.0
Q_48343_17784,0.0
Q_48343_17792,0.0
Q_48343_17822,0.0
Q_48343_17829,0.0
Q_48343_17896,0.0
Q_48343_17931,0.0
Q_48343_17934,0.0
Q_48343_17942,0.0
Q_48343_17943,0.0
Q_48343_17945,0.0
Q_48343_17952,0.0
Q_48343_18029,0.0
Q_48343_18042,0.0
Q_48343_18063,0.0
Q_48343_18082,0.0
Q_48343_18127,0.0
Q_48343_18286,0.0
Q_48343_18288,0.0
Q_48343_18294,0.0
Q_48343_18303,0.0
Q_48345_17201,0.0
Q_48345_17218,0.0
Q_48345_17359,0.0
Q_48345_17372,0.0
Q_48345_17395,0.0
Q_48345_17404,0.0
Q_48345_17447,0.0
Q_48345_17466,0.0
Q_48345_17507,0.0
Q_48345_17592,0.0
Q_48345_17620,0.0
Q_48345_17679,0.0
Q_48345_17717,0.0
Q_48345_17784,0.0
Q_48345_17792,0.0
Q_48345_17822,0.0
Q_48345_17829,0.0
Q_48345_17896,0.0
Q_48345_17931,0.0
Q_48345_17934,0.0
Q_48345_17942,0.0
Q_48345_17943,0.0
Q_48345_17945,0.0
Q_48345_17952,0.0
Q_48345_18029,0.0
Q_48345_18042,0.0
Q_48345_18063,0.0
Q_48345_18082,0.0
Q_48345_18127,0.0
Q_48345_18286,0.0
Q_48345_18288,0.0
Q_48345_18294,0.0
Q_48345_18303,0.0
Q_48347_17201,0.0
Q_48347_17218,0.0
Q_48347_17359,0.0
Q_48347_17372,0.0
Q_48347_17395,0.0
Q_48347_17404,0.0
Q_48347_17447,0.0
Q_48347_17466,0.0
Q_48347_17507,0.0
Q_48347_17592,0.0
Q_48347_17620,0.0
Q_48347_17679,0.0
Q_48347_17717,0.0
Q_48347_17784,0.0
Q_48347_17792,0.0
Q_48347_17822,0.0
Q_48347_17829,0.0
Q_48347_17896,0.0
Q_48347_17931,0.0
Q_48347_17934,0.0
Q_48347_17942,0.0
Q_48347_17943,0.0
Q_48347_17945,0.0
Q_48347_17952,0.0
Q_48347_18029,0.0
Q_48347_18042,0.0
Q_48347_18063,0.0
Q_48347_18082,0.0
Q_48347_18127,0.0
Q_48347_18286,0.0
Q_48347_18288,0.0
Q_48347_18294,0.0
Q_48347_18303,0.0
Q_48349_17201,0.0
Q_48349_17218,0.0
Q_48349_17359,0.0
Q_48349_17372,0.0
Q_48349_17395,0.0
Q_48349_17404,0.0
Q_48349_17447,0.0
Q_48349_17466,0.0
Q_48349_17507,0.0
Q_48349_17592,30659.83806
Q_48349_17620,0.0
Q_48349_17679,0.0
Q_48349_17717,0.0
Q_48349_17784,0.0
Q_48349_17792,0.0
Q_48349_17822,0.0
Q_48349_17829,0.0
Q_48349_17896,0.0
Q_48349_17931,0.0
Q_48349_17934,0.0
Q_48349_17942,0.0
Q_48349_17943,0.0
Q_48349_17945,0.0
Q_48349_17952,0.0
Q_48349_18029,0.0
Q_48349_18042,0.0
Q_48349_18063,0.0
Q_48349_18082,0.0
Q_48349_18127,0.0
Q_48349_18286,0.0
Q_48349_18288,0.0
Q_48349_18294,0.0
Q_48349_18303,0.0
Q_48351_17201,0.0
Q_48351_17218,0.0
Q_48351_17359,0.0
Q_48351_17372,0.0
Q_48351_17395,0.0
Q_48351_17404,0.0
Q_48351_17447,0.0
Q_48351_17466,0.0
Q_48351_17507,0.0
Q_48351_17592,0.0
Q_48351_17620,0.0
Q_48351_17679,0.0
Q_48351_17717,0.0
Q_48351_17784,0.0
Q_48351_17792,0.0
Q_48351_17822,0.0
Q_48351_17829,0.0
Q_48351_17896,0.0
Q_48351_17931,0.0
Q_48351_17934,0.0
Q_48351_17942,0.0
Q_48351_17943,0.0
Q_48351_17945,0.0
Q_48351_17952,0.0
Q_48351_18029,0.0
Q_48351_18042,0.0
Q_48351_18063,0.0
Q_48351_18082,0.0
Q_48351_18127,0.0
Q_48351_18286,0.0
Q_48351_18288,0.0
Q_48351_18294,0.0
Q_48351_18303,0.0
Q_48353_17201,0.0
Q_48353_17218,0.0
Q_48353_17359,0.0
Q_48353_17372,0.0
Q_48353_17395,0.0
Q_48353_17404,0.0
Q_48353_17447,0.0
Q_48353_17466,0.0
Q_48353_17507,0.0
Q_48353_17592,0.0
Q_48353_17620,0.0
Q_48353_17679,0.0
Q_48353_17717,0.0
Q_48353_17784,0.0
Q_48353_17792,0.0
Q_48353_17822,0.0
Q_48353_17829,0.0
Q_48353_17896,0.0
Q_48353_17931,0.0
Q_48353_17934,0.0
Q_48353_17942,0.0
Q_48353_17943,0.0
Q_48353_17945,0.0
Q_48353_17952,0.0
Q_48353_18029,0.0
Q_48353_18042,0.0
Q_48353_18063,0.0
Q_48353_18082,0.0
Q_48353_18127,0.0
Q_48353_18286,0.0
Q_48353_18288,0.0
Q_48353_18294,0.0
Q_48353_18303,0.0
Q_48355_17201,0.0
Q_48355_17218,0.0
Q_48355_17359,0.0
Q_48355_17372,0.0
Q_48355_17395,0.0
Q_48355_17404,0.0
Q_48355_17447,0.0
Q_48355_17466,0.0
Q_48355_17507,0.0
Q_48355_17592,0.0
Q_48355_17620,0.0
Q_48355_17679,0.0
Q_48355_17717,0.0
Q_48355_17784,0.0
Q_48355_17792,0.0
Q_48355_17822,0.0
Q_48355_17829,0.0
Q_48355_17896,0.0
Q_48355_17931,0.0
Q_48355_17934,0.0
Q_48355_17942,0.0
Q_48355_17943,0.0
Q_48355_17945,0.0
Q_48355_17952,0.0
Q_48355_18029,0.0
Q_48355_18042,0.0
Q_48355_18063,0.0
Q_48355_18082,0.0
Q_48355_18127,0.0
Q_48355_18286,0.0
Q_48355_18288,0.0
Q_48355_18294,0.0
Q_48355_18303,0.0
Q_48357_17201,0.0
Q_48357_17218,0.0
Q_48357_17359,0.0
Q_48357_17372,0.0
Q_48357_17395,0.0
Q_48357_17404,0.0
Q_48357_17447,0.0
Q_48357_17466,0.0
Q_48357_17507,0.0
Q_48357_17592,0.0
Q_48357_17620,0.0
Q_48357_17679,0.0
Q_48357_17717,0.0
Q_48357_17784,0.0
Q_48357_17792,0.0
Q_48357_17822,0.0
Q_48357_17829,0.0
Q_48357_17896,0.0
Q_48357_17931,0.0
Q_48357_17934,0.0
Q_48357_17942,0.0
Q_48357_17943,0.0
Q_48357_17945,0.0
Q_48357_17952,0.0
Q_48357_18029,0.0
Q_48357_18042,0.0
Q_48357_18063,0.0
Q_48357_18082,0.0
Q_48357_18127,0.0
Q_48357_18286,0.0
Q_48357_18288,0.0
Q_48357_18294,0.0
Q_48357_18303,0.0
Q_48359_17201,0.0
Q_48359_17218,0.0
Q_48359_17359,0.0
Q_48359_17372,0.0
Q_48359_17395,0.0
Q_48359_17404,0.0
Q_48359_17447,0.0
Q_48359_17466,0.0
Q_48359_17507,0.0
Q_48359_17592,0.0
Q_48359_17620,0.0
Q_48359_17679,0.0
Q_48359_17717,0.0
Q_48359_17784,0.0
Q_48359_17792,0.0
Q_48359_17822,0.0
Q_48359_17829,0.0
Q_48359_17896,0.0
Q_48359_17931,0.0
Q_48359_17934,0.0
Q_48359_17942,0.0
Q_48359_17943,0.0
Q_48359_17945,0.0
Q_48359_17952,0.0
Q_48359_18029,0.0
Q_48359_18042,0.0
Q_48359_18063,0.0
Q_48359_18082,0.0
Q_48359_18127,0.0
Q_48359_18286,0.0
Q_48359_18288,0.0
Q_48359_18294,0.0
Q_48359_18303,0.0
Q_48361_17201,0.0
Q_48361_17218,0.0
Q_48361_17359,0.0
Q_48361_17372,0.0
Q_48361_17395,0.0
Q_48361_17404,0.0
Q_48361_17447,0.0
Q_48361_17466,0.0
Q_48361_17507,0.0
Q_48361_17592,0.0
Q_48361_17620,0.0
Q_48361_17679,0.0
Q_48361_17717,0.0
Q_48361_17784,0.0
Q_48361_17792,0.0
Q_48361_17822,0.0
Q_48361_17829,0.0
Q_48361_17896,0.0
Q_48361_17931,0.0
Q_48361_17934,0.0
Q_48361_17942,0.0
Q_48361_17943,0.0
Q_48361_17945,0.0
Q_48361_17952,0.0
Q_48361_18029,0.0
Q_48361_18042,0.0
Q_48361_18063,0.0
Q_48361_18082,0.0
Q_48361_18127,0.0
Q_48361_18286,0.0
Q_48361_18288,0.0
Q_48361_18294,0.0
Q_48361_18303,0.0
Q_48363_17201,0.0
Q_48363_17218,0.0
Q_48363_17359,0.0
Q_48363_17372,0.0
Q_48363_17395,0.0
Q_48363_17404,0.0
Q_48363_17447,0.0
Q_48363_17466,0.0
Q_48363_17507,0.0
Q_48363_17592,0.0
Q_48363_17620,0.0
Q_48363_17679,0.0
Q_48363_17717,0.0
Q_48363_17784,0.0
Q_48363_17792,0.0
Q_48363_17822,0.0
Q_48363_17829,0.0
Q_48363_17896,0.0
Q_48363_17931,0.0
Q_48363_17934,0.0
Q_48363_17942,0.0
Q_48363_17943,0.0
Q_48363_17945,0.0
Q_48363_17952,0.0
Q_48363_18029,0.0
Q_48363_18042,0.0
Q_48363_18063,0.0
Q_48363_18082,0.0
Q_48363_18127,0.0
Q_48363_18286,0.0
Q_48363_18288,0.0
Q_48363_18294,0.0
Q_48363_18303,0.0
Q_48365_17201,0.0
Q_48365_17218,0.0
Q_48365_17359,0.0
Q_48365_17372,0.0
Q_48365_17395,0.0
Q_48365_17404,0.0
Q_48365_17447,0.0
Q_48365_17466,0.0
Q_48365_17507,0.0
Q_48365_17592,0.0
Q_48365_17620,0.0
Q_48365_17679,0.0
Q_48365_17717,0.0
Q_48365_17784,0.0
Q_48365_17792,0.0
Q_48365_17822,0.0
Q_48365_17829,0.0
Q_48365_17896,0.0
Q_48365_17931,0.0
Q_48365_17934,0.0
Q_48365_17942,0.0
Q_48365_17943,0.0
Q_48365_17945,0.0
Q_48365_17952,0.0
Q_48365_18029,0.0
Q_48365_18042,0.0
Q_48365_18063,0.0
Q_48365_18082,0.0
Q_48365_18127,0.0
Q_48365_18286,0.0
Q_48365_18288,0.0
Q_48365_18294,0.0
Q_48365_18303,0.0
Q_48367_17201,0.0
Q_48367_17218,0.0
Q_48367_17359,0.0
Q_48367_17372,0.0
Q_48367_17395,0.0
Q_48367_17404,0.0
Q_48367_17447,0.0
Q_48367_17466,0.0
Q_48367_17507,0.0
Q_48367_17592,0.0
Q_48367_17620,0.0
Q_48367_17679,0.0
Q_48367_17717,0.0
Q_48367_17784,0.0
Q_48367_17792,0.0
Q_48367_17822,0.0
Q_48367_17829,0.0
Q_48367_17896,0.0
Q_48367_17931,0.0
Q_48367_17934,0.0
Q_48367_17942,0.0
Q_48367_17943,0.0
Q_48367_17945,0.0
Q_48367_17952,0.0
Q_48367_18029,0.0
Q_48367_18042,0.0
Q_48367_18063,0.0
Q_48367_18082,0.0
Q_48367_18127,0.0
Q_48367_18286,0.0
Q_48367_18288,0.0
Q_48367_18294,0.0
Q_48367_18303,0.0
Q_48369_17201,0.0
Q_48369_17218,0.0
Q_48369_17359,0.0
Q_48369_17372,0.0
Q_48369_17395,0.0
Q_48369_17404,0.0
Q_48369_17447,0.0
Q_48369_17466,0.0
Q_48369_17507,0.0
Q_48369_17592,0.0
Q_48369_17620,0.0
Q_48369_17679,0.0
Q_48369_17717,0.0
Q_48369_17784,0.0
Q_48369_17792,0.0
Q_48369_17822,0.0
Q_48369_17829,0.0
Q_48369_17896,0.0
Q_48369_17931,0.0
Q_48369_17934,0.0
Q_48369_17942,0.0
Q_48369_17943,0.0
Q_48369_17945,0.0
Q_48369_17952,0.0
Q_48369_18029,0.0
Q_48369_18042,0.0
Q_48369_18063,0.0
Q_48369_18082,0.0
Q_48369_18127,0.0
Q_48369_18286,0.0
Q_48369_18288,0.0
Q_48369_18294,0.0
Q_48369_18303,0.0
Q_48371_17201,0.0
Q_48371_17218,0.0
Q_48371_17359,0.0
Q_48371_17372,0.0
Q_48371_17395,0.0
Q_48371_17404,0.0
Q_48371_17447,0.0
Q_48371_17466,0.0
Q_48371_17507,0.0
Q_48371_17592,0.0
Q_48371_17620,0.0
Q_48371_17679,0.0
Q_48371_17717,0.0
Q_48371_17784,0.0
Q_48371_17792,0.0
Q_48371_17822,0.0
Q_48371_17829,0.0
Q_48371_17896,0.0
Q_48371_17931,0.0
Q_48371_17934,0.0
Q_48371_17942,0.0
Q_48371_17943,0.0
Q_48371_17945,0.0
Q_48371_17952,0.0
Q_48371_18029,0.0
Q_48371_18042,0.0
Q_48371_18063,0.0
Q_48371_18082,0.0
Q_48371_18127,0.0
Q_48371_18286,0.0
Q_48371_18288,0.0
Q_48371_18294,0.0
Q_48371_18303,0.0
Q_48373_17201,0.0
Q_48373_17218,0.0
Q_48373_17359,0.0
Q_48373_17372,0.0
Q_48373_17395,0.0
Q_48373_17404,0.0
Q_48373_17447,0.0
Q_48373_17466,0.0
Q_48373_17507,0.0
Q_48373_17592,0.0
Q_48373_17620,0.0
Q_48373_17679,0.0
Q_48373_17717,0.0
Q_48373_17784,0.0
Q_48373_17792,0.0
Q_48373_17822,0.0
Q_48373_17829,0.0
Q_48373_17896,0.0
Q_48373_17931,0.0
Q_48373_17934,0.0
Q_48373_17942,0.0
Q_48373_17943,0.0
Q_48373_17945,0.0
Q_48373_17952,0.0
Q_48373_18029,0.0
Q_48373_18042,0.0
Q_48373_18063,0.0
Q_48373_18082,0.0
Q_48373_18127,0.0
Q_48373_18286,0.0
Q_48373_18288,0.0
Q_48373_18294,0.0
Q_48373_18303,0.0
Q_48375_17201,0.0
Q_48375_17218,0.0
Q_48375_17359,0.0
Q_48375_17372,0.0
Q_48375_17395,0.0
Q_48375_17404,0.0
Q_48375_17447,0.0
Q_48375_17466,0.0
Q_48375_17507,0.0
Q_48375_17592,0.0
Q_48375_17620,0.0
Q_48375_17679,0.0
Q_48375_17717,0.0
Q_48375_17784,0.0
Q_48375_17792,0.0
Q_48375_17822,0.0
Q_48375_17829,0.0
Q_48375_17896,0.0
Q_48375_17931,0.0
Q_48375_17934,0.0
Q_48375_17942,0.0
Q_48375_17943,0.0
Q_48375_17945,0.0
Q_48375_17952,0.0
Q_48375_18029,0.0
Q_48375_18042,0.0
Q_48375_18063,0.0
Q_48375_18082,0.0
Q_48375_18127,0.0
Q_48375_18286,0.0
Q_48375_18288,0.0
Q_48375_18294,0.0
Q_48375_18303,0.0
Q_48377_17201,0.0
Q_48377_17218,0.0
Q_48377_17359,0.0
Q_48377_17372,0.0
Q_48377_17395,0.0
Q_48377_17404,0.0
Q_48377_17447,0.0
Q_48377_17466,0.0
Q_48377_17507,0.0
Q_48377_17592,0.0
Q_48377_17620,0.0
Q_48377_17679,0.0
Q_48377_17717,0.0
Q_48377_17784,0.0
Q_48377_17792,0.0
Q_48377_17822,0.0
Q_48377_17829,0.0
Q_48377_17896,0.0
Q_48377_17931,0.0
Q_48377_17934,0.0
Q_48377_17942,0.0
Q_48377_17943,0.0
Q_48377_17945,0.0
Q_48377_17952,0.0
Q_48377_18029,0.0
Q_48377_18042,0.0
Q_48377_18063,0.0
Q_48377_18082,0.0
Q_48377_18127,0.0
Q_48377_18286,0.0
Q_48377_18288,0.0
Q_48377_18294,0.0
Q_48377_18303,0.0
Q_48379_17201,0.0
Q_48379_17218,0.0
Q_48379_17359,0.0
Q_48379_17372,0.0
Q_48379_17395,0.0
Q_48379_17404,0.0
Q_48379_17447,0.0
Q_48379_17466,0.0
Q_48379_17507,0.0
Q_48379_17592,0.0
Q_48379_17620,0.0
Q_48379_17679,0.0
Q_48379_17717,0.0
Q_48379_17784,0.0
Q_48379_17792,4338.878975
Q_48379_17822,0.0
Q_48379_17829,0.0
Q_48379_17896,0.0
Q_48379_17931,0.0
Q_48379_17934,0.0
Q_48379_17942,0.0
Q_48379_17943,0.0
Q_48379_17945,0.0
Q_48379_17952,0.0
Q_48379_18029,0.0
Q_48379_18042,0.0
Q_48379_18063,0.0
Q_48379_18082,0.0
Q_48379_18127,0.0
Q_48379_18286,0.0
Q_48379_18288,0.0
Q_48379_18294,0.0
Q_48379_18303,0.0
Q_48381_17201,0.0
Q_48381_17218,0.0
Q_48381_17359,0.0
Q_48381_17372,0.0
Q_48381_17395,0.0
Q_48381_17404,0.0
Q_48381_17447,0.0
Q_48381_17466,0.0
Q_48381_17507,0.0
Q_48381_17592,0.0
Q_48381_17620,0.0
Q_48381_17679,0.0
Q_48381_17717,0.0
Q_48381_17784,0.0
Q_48381_17792,0.0
Q_48381_17822,0.0
Q_48381_17829,0.0
Q_48381_17896,0.0
Q_48381_17931,0.0
Q_48381_17934,0.0
Q_48381_17942,0.0
Q_48381_17943,0.0
Q_48381_17945,0.0
Q_48381_17952,0.0
Q_48381_18029,0.0
Q_48381_18042,0.0
Q_48381_18063,0.0
Q_48381_18082,0.0
Q_48381_18127,0.0
Q_48381_18286,0.0
Q_48381_18288,0.0
Q_48381_18294,0.0
Q_48381_18303,0.0
Q_48383_17201,0.0
Q_48383_17218,0.0
Q_48383_17359,0.0
Q_48383_17372,0.0
Q_48383_17395,0.0
Q_48383_17404,0.0
Q_48383_17447,0.0
Q_48383_17466,0.0
Q_48383_17507,0.0
Q_48383_17592,0.0
Q_48383_17620,0.0
Q_48383_17679,0.0
Q_48383_17717,0.0
Q_48383_17784,0.0
Q_48383_17792,0.0
Q_48383_17822,0.0
Q_48383_17829,0.0
Q_48383_17896,0.0
Q_48383_17931,0.0
Q_48383_17934,0.0
